Designator,Mid X,Mid Y,Rotation,Layer
C1,53.461,-24.55,180.0,top
C2,94.162001,-24.55,180.0,top
F1,45.079,-22.246,180.0,top
F2,85.780001,-22.246,180.0,top
J1,36.655,-19.779,180.0,top
J2,47.5,-32.009,90.0,top
J3,77.356001,-19.779,180.0,top
J4,87.38,-31.289,90.0,top
R1,28.442,-24.7,180.0,top
R2,28.442,-22.4,180.0,top
R3,69.143001,-22.4,180.0,top
R4,69.143001,-24.7,180.0,top
U1,45.079,-18.5978,90.0,top
U2,85.780001,-18.5978,90.0,top
